"Predictor";"Estimate";"Std.Error";"P(>|t|)"
"(Intercept)";3,869879054345;0,00855307782387929;0
"time_yr";-0,507275454321858;0,0286487356250739;0,000586501547687135
"I(time_yr^2)";-0,18818540624885;0,0141028326638185;1,04382724686047e-10
